Price in PLN,Price per meter,Floors in the building,No. of rooms,Location,Floor,Flat area in m2,Szerokosc,Dlugosc
948000.0,11906.56,4.0,3.0,Praga-Południe,1.0,79.62,52.226931306882,21.0615455514603
1150000.0,19166.67,10.0,2.0,Śródmieście,5.0,60.0,52.23566,21.005
6245370.0,27000.0,3.0,5.0,Mokotów,2.0,231.31,52.1869259330616,21.0174470548855
561456.0,11200.0,3.0,2.0,Praga-Południe,2.0,50.13,52.24527778,21.08444444
8996130.0,27000.0,4.0,7.0,Mokotów,3.0,333.19,52.18699,21.02144
425000.0,7428.77,5.0,3.0,Białołęka,1.0,57.21,52.31943,20.99834
844200.0,13380.88,,3.0,Praga-Północ,4.0,63.09,52.2578779926727,21.0393079274991
405900.0,8514.79,5.0,2.0,Włochy,1.0,47.67,52.2082,20.901
445900.0,8501.43,5.0,2.0,Włochy,1.0,52.45,52.2082,20.901
2770754.0,18468.0,2.0,7.0,Praga-Południe,2.0,150.03,52.2344277747728,21.0663935659918
1375472.0,19332.0,2.0,3.0,Praga-Południe,1.0,71.15,52.2344277747728,21.0663935659918
909000.0,9956.19,8.0,4.0,Mokotów,1.0,91.3,52.1768,20.9923
4150000.0,16090.26,2.0,6.0,Wilanów,1.0,257.92,52.1739,21.08445
460000.0,8156.03,3.0,2.0,Białołęka,3.0,56.4,52.3191065191106,21.0577986505862
3700000.0,16606.82,2.0,5.0,Wilanów,0.0,222.8,52.1739,21.08445
2590000.0,18574.3,2.0,6.0,Praga-Południe,0.0,139.44,52.2392015,21.0618432
4350000.0,16781.76,2.0,6.0,Wilanów,2.0,259.21,52.1739,21.08445
379000.0,9880.08,5.0,2.0,Włochy,1.0,38.36,52.2082,20.901
393000.0,8565.82,5.0,2.0,Włochy,1.0,45.88,52.2082,20.901
1890000.0,12237.76,6.0,5.0,Mokotów,6.0,154.44,52.1934,21.0023
1790000.0,14975.32,5.0,4.0,Mokotów,1.0,119.53,52.19416667,21.03083333
800000.0,12961.76,27.0,3.0,Wola,10.0,61.72,52.2285810834951,20.9723965747647
462000.0,10704.36,5.0,2.0,Włochy,1.0,43.16,52.208,20.9375
1890000.0,15811.93,5.0,4.0,Mokotów,3.0,119.53,52.19416667,21.03083333
5115292.0,29900.0,5.0,5.0,Śródmieście,4.0,171.08,52.23926,21.02873
588000.0,9639.34,4.0,3.0,Włochy,1.0,61.0,52.208,20.9375
1890000.0,15811.93,5.0,4.0,Mokotów,0.0,119.53,52.19914,21.03279
462000.0,10704.36,4.0,2.0,Włochy,1.0,43.16,52.208,20.9375
3784742.0,29900.0,5.0,4.0,Śródmieście,4.0,126.58,52.23926,21.02873
511000.0,11355.56,5.0,2.0,Ursynów,0.0,45.0,52.16072,20.99274
1390000.0,12990.65,3.0,3.0,Wilanów,3.0,107.0,52.1636393205269,21.0762010725907
6500000.0,24809.16,6.0,5.0,Żoliborz,4.0,262.0,52.2667563,20.9888273
2434000.0,15805.19,2.0,5.0,Mokotów,1.0,154.0,52.18344,21.03918
1235255.0,14500.0,4.0,3.0,Mokotów,2.0,85.19,52.1941,21.0251
500000.0,9233.61,5.0,2.0,Wawer,2.0,54.15,52.23624,21.13643
1530000.0,12676.06,6.0,4.0,Praga-Północ,5.0,120.7,52.2651,21.0379
390000.0,10833.33,21.0,2.0,Śródmieście,,36.0,52.23055556,21.0125
927200.0,12324.87,5.0,4.0,Praga-Południe,4.0,75.23,52.2456,21.0835
651805.0,10364.21,8.0,3.0,Wola,6.0,62.89,52.22124,20.95634
612000.0,9050.58,5.0,3.0,Wawer,2.0,67.62,52.23921,21.13486
588000.0,9639.34,4.0,3.0,Włochy,1.0,61.0,52.2071,20.9379
1590000.0,15588.24,2.0,3.0,Mokotów,1.0,102.0,52.20055556,21.02444444
975000.0,12488.79,5.0,4.0,Praga-Północ,4.0,78.07,52.2594,21.0389
1346950.0,15500.0,4.0,3.0,Mokotów,3.0,86.9,52.1941,21.0251
918000.0,12500.0,5.0,3.0,Praga-Północ,4.0,73.44,52.2594,21.0389
1465000.0,12234.84,5.0,5.0,Praga-Północ,5.0,119.74,52.2594,21.0389
880000.0,11035.87,3.0,3.0,Żoliborz,0.0,79.74,52.2566173,20.9621318
865000.0,16766.82,11.0,2.0,Wola,1.0,51.59,52.2576039026496,20.9797879057687
415212.0,11965.76,8.0,1.0,Wola,5.0,34.7,52.22124,20.95634
2434000.0,15805.19,2.0,5.0,Mokotów,1.0,154.0,52.20055556,21.02444444
1878000.0,15915.25,2.0,4.0,Mokotów,2.0,118.0,52.18344,21.03918
827220.0,9955.71,,4.0,Bemowo,,83.09,52.232,20.8858
493569.0,15850.0,2.0,1.0,Mokotów,2.0,31.14,52.17694,21.0413
591003.0,9234.42,4.0,3.0,Ursynów,2.0,64.0,52.16101,20.99579
2031894.0,15629.95,2.0,4.0,Mokotów,1.0,130.0,52.18344,21.03918
1800000.0,15929.2,2.0,4.0,Mokotów,1.0,113.0,52.20055556,21.02444444
773602.0,10046.78,8.0,3.0,Wola,0.0,77.0,52.22228,20.95247
500000.0,9233.61,5.0,2.0,Rembertów,2.0,54.15,52.2678514599294,21.1198328855783
357000.0,11900.0,6.0,1.0,Praga-Południe,2.0,30.0,52.23188,21.10989
500000.0,9233.61,5.0,2.0,Wawer,2.0,54.15,52.238397171894,21.1371951779997
2434000.0,15602.56,2.0,5.0,Mokotów,1.0,156.0,52.18435,21.03914
1593864.0,15700.0,2.0,3.0,Mokotów,1.0,101.52,52.17619,21.05088
2443000.0,15660.26,2.0,5.0,Mokotów,1.0,156.0,52.17619,21.05088
1682000.0,15719.63,2.0,3.0,Mokotów,1.0,107.0,52.18344,21.03918
460000.0,12105.26,7.0,2.0,Ursus,7.0,38.0,52.20591,20.87922
500888.0,9107.05,5.0,2.0,Wawer,2.0,55.0,52.2396,21.13668
408697.0,12156.37,8.0,1.0,Wola,5.0,33.62,52.2251,20.9521
565114.0,11302.28,8.0,2.0,Wola,1.0,50.0,52.22201,20.95697
460000.0,12105.26,7.0,2.0,Ursus,6.0,38.0,52.20585,20.87931
790000.0,11879.7,8.0,4.0,Wola,6.0,66.5,52.22316,20.95569
5300000.0,24249.63,2.0,6.0,Wesoła,2.0,218.56,52.2442325404854,21.2170186205825
741538.0,10299.14,8.0,3.0,Wola,3.0,72.0,52.23722222,20.96055556
750000.0,19820.3,8.0,2.0,Wola,3.0,37.84,52.2346690498429,20.9915870288243
375000.0,7978.72,10.0,3.0,Praga-Północ,4.0,47.0,52.25526,21.0521
1377000.0,12078.95,2.0,4.0,Mokotów,1.0,114.0,52.17694,21.0413
1630000.0,11358.89,3.0,6.0,Włochy,0.0,143.5,52.2081554151944,20.929115988389
1650000.0,10312.5,16.0,4.0,Śródmieście,14.0,160.0,52.2558869,20.98764617
926000.0,8418.18,6.0,5.0,Praga-Południe,1.0,110.0,52.23188,21.10989
486620.0,11316.74,8.0,2.0,Wola,1.0,43.0,52.22201,20.95697
546700.0,9393.47,5.0,3.0,Wawer,1.0,58.2,52.23899,21.13757
550000.0,8870.97,2.0,3.0,Białołęka,0.0,62.0,52.31861111,21.03222222
717431.0,10184.99,8.0,3.0,Wola,0.0,70.44,52.22228,20.95247
420000.0,11351.35,4.0,2.0,Białołęka,4.0,37.0,52.3106169106932,20.9699389306326
1995000.0,6650.0,3.0,7.0,Śródmieście,0.0,300.0,52.2297,21.0122
647818.0,6287.05,3.0,5.0,Białołęka,3.0,103.04,52.33222222,20.93611111
492000.0,10784.74,4.0,2.0,Włochy,4.0,45.62,52.2083941982258,20.9371702663905
1379000.0,11352.6,8.0,3.0,Mokotów,4.0,121.47,52.1893205262071,21.0027282640049
1883065.0,16117.99,6.0,4.0,Bielany,6.0,116.83,52.27811312,20.97290039
917373.0,9988.82,8.0,4.0,Wola,4.0,91.84,52.22138501,20.95689297
528950.0,14900.0,15.0,1.0,Wola,1.0,35.5,52.2313685732925,20.9735923855568
917373.0,9988.82,8.0,4.0,Wola,4.0,91.84,52.22138501,20.95689297
1029135.0,9500.0,2.0,4.0,Wilanów,0.0,108.33,52.17194444,21.10777778
279000.0,7286.5,2.0,2.0,Białołęka,1.0,38.29,52.3445356441257,21.0274787348439
1300300.0,14019.41,2.0,4.0,Mokotów,1.0,92.75,52.20055556,21.02444444
512500.0,10775.86,4.0,2.0,Praga-Południe,4.0,47.56,52.2389919512832,21.1051371926206
408697.0,12156.37,8.0,1.0,Wola,5.0,33.62,52.22277838,20.95135689
441500.0,12985.29,5.0,1.0,Praga-Południe,2.0,34.0,52.2449,21.0888
700000.0,13891.65,10.0,2.0,Wola,7.0,50.39,52.25761775,20.98005963
488000.0,8562.91,7.0,3.0,Ursus,4.0,56.99,52.204,20.8791
599000.0,11980.0,4.0,2.0,Ursynów,0.0,50.0,52.1608,20.9947
597276.0,11426.75,8.0,2.0,Wola,1.0,52.27,52.2208592,20.95723629
560796.0,9535.73,4.0,3.0,Bemowo,1.0,58.81,52.2312350034004,20.8956059068872
880478.0,10198.98,8.0,4.0,Wola,0.0,86.33,52.2252,20.9527
415900.0,10000.0,4.0,2.0,Ursus,0.0,41.59,52.186,20.9051
2504040.0,14000.0,4.0,4.0,Ochota,2.0,178.86,52.2021,20.9511
497568.0,9600.0,4.0,2.0,Ursus,0.0,51.83,52.186,20.9051
678710.0,13400.0,27.0,3.0,Wola,13.0,50.65,52.2275,20.9515
414000.0,9100.9,7.0,2.0,Ursus,3.0,45.49,52.2044,20.8806
763805.0,13900.0,4.0,2.0,Ochota,0.0,54.95,52.20861111,20.96638889
517329.0,11435.21,8.0,2.0,Wola,2.0,45.24,52.225,20.9529
399809.0,10150.01,4.0,2.0,Ursus,1.0,39.39,52.186,20.9051
746915.0,9150.01,4.0,4.0,Ursus,1.0,81.63,52.19222222,20.90777778
517000.0,8598.04,5.0,3.0,Włochy,0.0,60.13,52.2082,20.901
585000.0,9566.64,4.0,3.0,Włochy,1.0,61.15,52.2094007,20.9085865
605000.0,8186.74,5.0,4.0,Włochy,0.0,73.9,52.2082,20.901
335374.0,10850.02,4.0,1.0,Ursus,0.0,30.91,52.19222222,20.90777778
499000.0,10880.94,4.0,2.0,Ursynów,2.0,45.86,52.1641848,20.9922605
369000.0,8796.19,7.0,2.0,Ursus,2.0,41.95,52.2044,20.8806
792000.0,9603.49,8.0,4.0,Wola,5.0,82.47,52.22339942,20.95465116
689000.0,14235.54,5.0,2.0,Mokotów,4.0,48.4,52.2057670617414,21.0395029212819
542000.0,17001.25,7.0,2.0,Wola,1.0,31.88,52.2262971,20.9771931
496000.0,8358.61,7.0,3.0,Ursus,3.0,59.34,52.2053,20.8818
406000.0,8816.5,7.0,2.0,Ursus,1.0,46.05,52.2025191,20.8857492
1027440.0,12000.0,12.0,4.0,Wola,7.0,85.62,52.2275,20.9563
1613450.0,23000.0,5.0,3.0,Śródmieście,2.0,70.15,52.2382559519848,21.0319746188163
568500.0,8485.07,3.0,4.0,Białołęka,1.0,67.0,52.3268,20.9508
478000.0,7717.15,7.0,3.0,Ursus,1.0,61.94,52.2050570441289,20.8818793688129
406000.0,7442.71,2.0,3.0,Białołęka,1.0,54.55,52.3241804,21.0691084
545000.0,12121.89,7.0,2.0,Wola,1.0,44.96,52.22497,20.95616
550000.0,7073.95,1.0,3.0,Ursynów,1.0,77.75,52.1165319075579,21.0093337302867
411000.0,8987.54,7.0,2.0,Ursus,1.0,45.73,52.20441,20.88059
1690000.0,15089.29,5.0,4.0,Śródmieście,1.0,112.0,52.2252,21.0359
419000.0,10785.07,4.0,2.0,Ursynów,2.0,38.85,52.16045,20.99233
355000.0,12058.42,4.0,1.0,Ursynów,3.0,29.44,52.16045,20.99233
488000.0,8562.91,7.0,3.0,Ursus,4.0,56.99,52.20441,20.88059
488000.0,8561.4,7.0,3.0,Ursus,4.0,57.0,52.20441,20.88059
550000.0,7073.95,1.0,3.0,Ursynów,1.0,77.75,52.12007,21.00622
475000.0,13768.12,4.0,2.0,Żoliborz,4.0,34.5,52.264,20.9772
598353.0,10020.98,5.0,3.0,Praga-Południe,1.0,59.71,52.2492,21.0774
394000.0,10968.82,12.0,2.0,Białołęka,9.0,35.92,52.34241,20.96437
1932327.0,15969.64,8.0,4.0,Mokotów,7.0,121.0,52.194157,21.0346955
614617.0,9312.38,5.0,3.0,Praga-Południe,1.0,66.0,52.2463,21.0695
1025745.0,11603.45,5.0,3.0,Praga-Południe,5.0,88.4,52.2466844123776,21.070812913351
953304.0,8826.89,3.0,4.0,Wilanów,1.0,108.0,52.1561298,21.1116284
486700.0,14842.94,11.0,2.0,Mokotów,6.0,32.79,52.18416,21.01021
527199.0,12552.36,6.0,2.0,Żoliborz,0.0,42.0,52.2693286,20.9818745
389000.0,14023.07,6.0,1.0,Bielany,0.0,27.74,52.2933234,20.928664
899000.0,8947.94,2.0,4.0,Ursynów,1.0,100.47,52.1419,21.01481
805000.0,9250.75,2.0,3.0,Białołęka,1.0,87.02,52.3291129,20.9385879
298700.0,9969.96,4.0,1.0,,0.0,29.96,52.17866,20.87266
740000.0,12151.07,4.0,2.0,Praga-Południe,2.0,60.9,52.2463,21.0695
305000.0,8258.87,5.0,2.0,Rembertów,1.0,36.93,52.2630714,21.145839
682984.0,10509.06,7.0,3.0,Wola,4.0,64.99,52.22454,20.95016
964620.0,18200.38,4.0,2.0,Śródmieście,1.0,53.0,52.2296756,21.0122287
896253.0,9676.67,7.0,4.0,Wola,0.0,92.62,52.22454,20.95016
4650000.0,25000.0,6.0,5.0,Śródmieście,4.0,186.0,52.23926,21.02761
780000.0,13312.85,6.0,3.0,Bielany,2.0,58.59,52.2933234,20.928664
410000.0,8144.62,5.0,2.0,Białołęka,1.0,50.34,52.3437947241207,20.9407757615331
568000.0,13380.45,6.0,2.0,Bielany,6.0,42.45,52.2933234,20.928664
403300.0,14403.57,2.0,1.0,Mokotów,0.0,28.0,52.194157,21.0346955
734890.0,12047.38,4.0,3.0,Mokotów,4.0,61.0,52.1811,20.9896
500000.0,11363.64,4.0,2.0,Mokotów,2.0,44.0,52.194157,21.0346955
705000.0,11114.61,8.0,3.0,Wola,5.0,63.43,52.2247453,20.9531454
403000.0,8787.61,7.0,2.0,Ursus,5.0,45.86,52.20441,20.88059
927285.0,12326.0,5.0,4.0,Praga-Południe,4.0,75.23,52.24566,21.0829
513500.0,8073.9,7.0,3.0,Ursus,2.0,63.6,52.20441,20.88059
405000.0,7134.05,5.0,3.0,Rembertów,3.0,56.77,52.2678514599294,21.1198328855783
777415.0,18079.42,8.0,2.0,Mokotów,5.0,43.0,52.194157,21.0346955
399000.0,9577.53,7.0,2.0,Ursus,7.0,41.66,52.20441,20.88059
980100.0,12445.71,11.0,3.0,Śródmieście,5.0,78.75,52.2296756,21.0122287
439000.0,15137.93,11.0,1.0,Mokotów,3.0,29.0,52.194157,21.0346955
1900000.0,13838.31,5.0,4.0,Praga-Południe,3.0,137.3,52.2463,21.0695
365817.0,17419.86,7.0,1.0,Mokotów,2.0,21.0,52.194157,21.0346955
491820.0,7000.0,5.0,4.0,,0.0,70.26,52.27591,21.11548
2350000.0,13823.53,2.0,5.0,Mokotów,1.0,170.0,52.17654,21.0314
537000.0,8211.01,7.0,3.0,Ursus,4.0,65.4,52.20441,20.88059
591672.0,11319.53,7.0,2.0,Wola,0.0,52.27,52.22454,20.95016
737272.0,12042.99,6.0,3.0,Bielany,1.0,61.22,52.2781361,20.97346365
721936.0,12153.8,10.0,3.0,Mokotów,10.0,59.4,52.17444,20.99834
952880.0,8584.5,2.0,5.0,Wilanów,1.0,111.0,52.171511,21.113697
799000.0,7209.24,2.0,4.0,Wawer,0.0,110.83,52.20329,21.11529
1106469.0,8851.75,3.0,6.0,Wilanów,1.0,125.0,52.1561298,21.1116284
397000.0,9232.56,7.0,2.0,Ursus,6.0,43.0,52.20441,20.88059
805378.0,13650.47,6.0,3.0,Żoliborz,3.0,59.0,52.2693286,20.9818745
526000.0,8042.81,7.0,3.0,Ursus,1.0,65.4,52.20441,20.88059
1025000.0,13679.43,6.0,3.0,Mokotów,1.0,74.93,52.1789811,20.989716
432000.0,10046.51,,2.0,Mokotów,1.0,43.0,52.194157,21.0346955
513592.0,11458.99,6.0,2.0,Praga-Południe,5.0,44.82,52.23216279,21.10804081
1440000.0,15483.87,2.0,4.0,Mokotów,2.0,93.0,52.194157,21.0346955
689000.0,14061.22,11.0,2.0,Śródmieście,3.0,49.0,52.2296756,21.0122287
639000.0,9568.73,7.0,4.0,Mokotów,1.0,66.78,52.1765008,20.992745
562565.0,13082.91,6.0,2.0,Żoliborz,6.0,43.0,52.2693286,20.9818745
399000.0,7028.36,5.0,3.0,Rembertów,1.0,56.77,52.2678514599294,21.1198328855783
630000.0,9955.75,4.0,3.0,Ursynów,3.0,63.28,52.16045,20.99233
643779.0,15328.07,6.0,2.0,Żoliborz,5.0,42.0,52.2693286,20.9818745
590000.0,10132.23,5.0,3.0,Praga-Południe,0.0,58.23,52.2463,21.0695
789793.0,9884.77,7.0,4.0,Wola,2.0,79.9,52.22454,20.95016
420827.0,7650.01,5.0,3.0,,5.0,55.01,52.27688,21.11497
390000.0,8928.57,7.0,2.0,Ursus,2.0,43.68,52.20441,20.88059
698000.0,11004.26,8.0,3.0,Wola,1.0,63.43,52.2247453,20.9531454
398000.0,9264.43,7.0,2.0,Ursus,6.0,42.96,52.20441,20.88059
3077775.0,19479.59,8.0,5.0,Mokotów,7.0,158.0,52.194157,21.0346955
1613450.0,23000.0,5.0,3.0,Śródmieście,2.0,70.15,52.23734,21.02838
633479.0,11689.96,10.0,2.0,Mokotów,8.0,54.19,52.18491,21.08136
411000.0,8962.06,7.0,2.0,Ursus,3.0,45.86,52.20441,20.88059
453974.0,8924.2,12.0,3.0,Białołęka,5.0,50.87,52.34241,20.96437
745000.0,14326.92,2.0,2.0,Śródmieście,0.0,52.0,52.2296756,21.0122287
1083100.0,10000.0,3.0,5.0,Ursus,3.0,108.31,52.19545835,20.88089103
634145.0,10228.15,6.0,3.0,Praga-Północ,3.0,62.0,52.2628,21.0368
474751.0,11459.11,3.0,2.0,Białołęka,2.0,41.43,52.3290952,20.9668462
598780.0,8135.6,12.0,4.0,Białołęka,4.0,73.6,52.34241,20.96437
415000.0,7345.13,2.0,4.0,Białołęka,1.0,56.5,52.3192808195422,21.0747148591818
706062.0,14709.63,2.0,2.0,Mokotów,1.0,48.0,52.194157,21.0346955
740230.0,7900.0,3.0,5.0,Ursus,0.0,93.7,52.18442,20.87672
805378.0,13650.47,6.0,3.0,Żoliborz,3.0,59.0,52.2693286,20.9818745
1004800.0,12759.37,11.0,3.0,Mokotów,6.0,78.75,52.18416,21.01021
514000.0,8069.07,7.0,3.0,Ursus,1.0,63.7,52.20441,20.88059
1440000.0,15483.87,2.0,4.0,Mokotów,2.0,93.0,52.194157,21.0346955
1084000.0,11531.91,10.0,4.0,Wola,17.0,94.0,52.227669,20.96170038
1738188.0,15900.0,3.0,4.0,Mokotów,0.0,109.32,52.17653,21.02411
851000.0,9455.56,10.0,4.0,Ursynów,4.0,90.0,52.16754,20.99282
529000.0,9069.09,6.0,3.0,Praga-Północ,2.0,58.33,52.2770680765321,21.0152018205027
517440.0,8400.0,3.0,3.0,Ursus,3.0,61.6,52.19545835,20.88089103
717431.0,10184.99,7.0,3.0,Wola,0.0,70.44,52.22454,20.95016
445154.0,7300.0,3.0,4.0,Białołęka,2.0,60.98,52.33169,21.05613
389740.0,14434.81,10.0,1.0,Mokotów,6.0,27.0,52.188747,21.068766
462000.0,10704.36,4.0,2.0,Włochy,1.0,43.16,52.20798,20.93752
331500.0,10798.05,5.0,1.0,Ursynów,0.0,30.7,52.16307,20.99228
535000.0,8372.46,7.0,3.0,Ursus,7.0,63.9,52.20441,20.88059
549000.0,8402.2,1.0,3.0,Ursynów,,65.34,52.11681,21.00853
2416295.0,15589.0,2.0,4.0,Mokotów,1.0,155.0,52.194157,21.0346955
381000.0,10606.9,12.0,2.0,Białołęka,7.0,35.92,52.3096,20.9837
854144.0,11700.6,10.0,4.0,Mokotów,7.0,73.0,52.1811,20.9896
738410.0,7998.38,5.0,4.0,Praga-Południe,1.0,92.32,52.2463,21.0695
574808.0,8850.01,5.0,3.0,Wawer,1.0,64.95,52.23984,21.15513
738410.0,7998.38,5.0,4.0,Praga-Południe,1.0,92.32,52.2463,21.0695
749000.0,5631.58,1.0,4.0,Ursynów,1.0,133.0,52.11681,21.00853
385100.0,12527.65,,1.0,Praga-Południe,1.0,30.74,52.2463,21.0695
585990.0,9750.25,8.0,3.0,Białołęka,5.0,60.1,52.31138889,20.97444444
1008074.0,11732.7,5.0,3.0,Białołęka,2.0,85.92,52.3289879,21.0076793
565161.0,9264.93,5.0,3.0,Praga-Południe,1.0,61.0,52.24527778,21.08444444
414000.0,9200.0,,2.0,Ursus,3.0,45.0,52.1951226,20.8837885
414000.0,10097.56,,2.0,Ursynów,0.0,41.0,52.1378544,21.0291229
1235000.0,5513.39,2.0,5.0,Wawer,0.0,224.0,52.18214,21.13498
398000.0,9111.72,7.0,2.0,Ursus,5.0,43.68,52.20424,20.8834
612985.0,10389.58,8.0,3.0,Praga-Południe,4.0,59.0,52.23176,21.10803
740000.0,12151.07,4.0,2.0,Praga-Południe,2.0,60.9,52.2463,21.0695
590000.0,10132.23,5.0,3.0,Praga-Południe,0.0,58.23,52.2463,21.0695
774900.0,9686.25,,1.0,Mokotów,1.0,80.0,52.1811,20.9896
614617.0,9312.38,5.0,3.0,Praga-Południe,1.0,66.0,52.2463,21.0695
912100.0,17500.0,11.0,2.0,Wola,11.0,52.12,52.23247,20.97858
670215.0,19500.0,11.0,2.0,Wola,5.0,34.37,52.23247,20.97858
2399474.0,15400.0,2.0,4.0,Mokotów,1.0,155.81,52.194157,21.0346955
467556.0,9771.29,4.0,3.0,Ursus,2.0,47.85,52.1951226,20.8837885
520290.0,9359.42,4.0,3.0,Ursus,0.0,55.59,52.1951226,20.8837885
1250000.0,15243.9,5.0,3.0,Mokotów,2.0,82.0,52.1913933111164,21.0094877880984
396000.0,7200.0,6.0,3.0,Białołęka,1.0,55.0,52.342,20.94806
483300.0,10740.0,,2.0,Praga-Południe,1.0,45.0,52.2463,21.0695
409000.0,9327.25,8.0,2.0,Białołęka,1.0,43.85,52.31903,20.97061
576606.0,10174.8,4.0,3.0,Bemowo,3.0,56.67,52.23382,20.89695
558400.0,9464.41,4.0,3.0,Bemowo,1.0,59.0,52.23203,20.88577
2416295.0,15589.0,2.0,4.0,Mokotów,1.0,155.0,52.194157,21.0346955
964620.0,18200.38,4.0,2.0,Śródmieście,1.0,53.0,52.24053,21.034167
534000.0,11415.13,7.0,2.0,Wola,1.0,46.78,52.22454,20.95016
604900.0,9109.94,4.0,3.0,Bemowo,2.0,66.4,52.23145,20.88755
718080.0,9542.59,4.0,4.0,Bemowo,3.0,75.25,52.2409067,20.9113297
494922.0,8590.9,12.0,3.0,Białołęka,6.0,57.61,52.3289879,21.0076793
832100.0,11321.09,10.0,4.0,Ursynów,6.0,73.5,52.1631,20.9925
562565.0,13082.91,6.0,2.0,Żoliborz,6.0,43.0,52.26944444,20.9875
8654760.0,29000.0,3.0,4.0,Mokotów,1.0,298.44,52.1869259330616,21.0174470548855
488900.0,10292.63,5.0,2.0,Wawer,5.0,47.5,52.23941,21.13767
411000.0,6966.1,6.0,3.0,Białołęka,1.0,59.0,52.34223,20.94842
414000.0,9200.0,,2.0,Ursus,3.0,45.0,52.1951226,20.8837885
986695.0,11471.86,5.0,3.0,Wilanów,1.0,86.01,52.1561298,21.1116284
505120.0,8200.0,3.0,3.0,Ursus,1.0,61.6,52.19545835,20.88089103
721936.0,12153.8,10.0,3.0,Mokotów,10.0,59.4,52.1811,20.9896
1054900.0,9605.72,4.0,4.0,Bemowo,4.0,109.82,52.23203,20.88577
546089.0,11320.25,10.0,2.0,Mokotów,3.0,48.24,52.17662,21.06578
683054.0,10920.13,8.0,3.0,Wola,3.0,62.55,52.2333751,20.9571835
483300.0,10740.0,,2.0,Praga-Południe,1.0,45.0,52.2463,21.0695
611961.0,9050.0,5.0,3.0,Wawer,2.0,67.62,52.23984,21.15513
526000.0,8092.31,7.0,3.0,Ursus,1.0,65.0,52.1951226,20.8837885
439000.0,10975.0,4.0,2.0,Ursynów,1.0,40.0,52.1378544,21.0291229
399900.0,9997.5,4.0,2.0,Ursus,4.0,40.0,52.19138,20.9079
536000.0,10209.52,3.0,2.0,Białołęka,1.0,52.5,52.33469,20.9725
634000.0,9753.85,4.0,3.0,Ursynów,4.0,65.0,52.1378544,21.0291229
309000.0,11410.64,7.0,1.0,Praga-Południe,2.0,27.08,52.2274575,21.0805974
986695.0,11471.86,5.0,3.0,Wilanów,1.0,86.01,52.1561298,21.1116284
599300.0,13580.33,6.0,2.0,Praga-Południe,4.0,44.13,52.23176,21.10803
602300.0,8699.99,4.0,4.0,Praga-Południe,1.0,69.23,52.23883,21.11874
560796.0,9535.73,4.0,3.0,Bemowo,1.0,58.81,52.2409067,20.9113297
1900000.0,13838.31,5.0,4.0,Praga-Południe,3.0,137.3,52.2463,21.0695
567476.0,8699.62,12.0,4.0,Białołęka,7.0,65.23,52.3096,20.9837
1334290.0,21500.0,12.0,3.0,Wola,10.0,62.06,52.23247,20.97858
387492.0,10138.46,4.0,2.0,Ursus,0.0,38.22,52.1951226,20.8837885
864000.0,8000.0,3.0,6.0,Ursus,0.0,108.0,52.1846678409236,20.8826745462675
1012440.0,16500.0,12.0,3.0,Wola,6.0,61.36,52.23099,20.9787
549000.0,8402.2,1.0,3.0,Ursynów,0.0,65.34,52.11681,21.00853
533000.0,8328.13,7.0,3.0,Ursus,6.0,64.0,52.2041,20.88353
538000.0,8539.68,7.0,3.0,Ursus,7.0,63.0,52.1951226,20.8837885
368000.0,7360.0,6.0,2.0,Białołęka,4.0,50.0,52.34223,20.94842
1275000.0,19921.88,4.0,3.0,Śródmieście,1.0,64.0,52.2505447554714,21.0126539270166
643779.0,15328.07,6.0,2.0,Żoliborz,5.0,42.0,52.2693286,20.9818745
880000.0,13750.0,16.0,3.0,Wola,4.0,64.0,52.2356523113356,20.9793289718036
1099000.0,10927.71,6.0,3.0,Mokotów,2.0,100.57,52.18336,21.02651
1199000.0,14572.19,8.0,3.0,Wola,3.0,82.28,52.2247868,20.9544377
655000.0,9632.35,10.0,3.0,Ursynów,4.0,68.0,52.16754,20.99282
755078.0,9250.01,4.0,4.0,Ursus,1.0,81.63,52.18912,20.90416
588000.0,9639.34,4.0,3.0,Włochy,2.0,61.0,52.20718,20.93795
676610.0,10817.11,8.0,3.0,Wola,2.0,62.55,52.22894,20.94232
488757.0,9850.0,4.0,3.0,Ursus,3.0,49.62,52.18912,20.90416
577000.0,8709.43,4.0,3.0,Bemowo,1.0,66.25,52.23203,20.88577
1351840.0,16000.0,2.0,3.0,Mokotów,0.0,84.49,52.194157,21.0346955
538000.0,8539.68,7.0,3.0,Ursus,7.0,63.0,52.1951226,20.8837885
380288.0,12343.01,6.0,1.0,Praga-Południe,4.0,30.81,52.23109564,21.10937119
384830.0,12522.94,3.0,2.0,Białołęka,2.0,30.73,52.33195618,20.97036839
952880.0,8584.5,2.0,5.0,Wilanów,1.0,111.0,52.171511,21.113697
1239687.0,16580.01,11.0,3.0,Wola,4.0,74.77,52.2395872485556,20.9919810276957
389900.0,10153.65,4.0,2.0,Ursus,2.0,38.4,52.19424,20.90352
385100.0,12527.65,,1.0,Praga-Południe,1.0,30.74,52.2463,21.0695
398000.0,9107.55,7.0,2.0,Ursus,5.0,43.7,52.20441,20.88059
534543.0,11426.74,7.0,2.0,Wola,1.0,46.78,52.22454,20.95016
1944669.0,14038.9,3.0,4.0,Mokotów,2.0,138.52,52.17653,21.02411
511536.0,11332.21,8.0,2.0,Wola,2.0,45.14,52.22498,20.95288
